# positive_definite_k5_catalog=101272 selected_bases=5000 quadratic_rows=12005000 rank_five_labeled=157083 distinct_triangle_count_vectors=137296
4,3,3,5,1,6,1,4,3,1,6,3,3,6,1,3,4,8,8,9,9,9,9,11,11,11,11,11,11,33,34,37,39,42,46
3,3,4,1,6,6,1,4,1,1,5,1,4,6,3,4,4,4,4,9,9,9,9,10,10,11,11,11,12,12,13,34,37,45,46
6,4,3,1,3,5,1,1,4,1,3,1,6,6,4,3,4,4,4,9,9,9,9,9,10,11,11,11,12,13,14,34,37,45,46
6,4,3,1,1,5,1,1,4,1,3,3,6,4,6,3,4,4,4,9,9,9,9,9,10,11,11,11,12,14,14,34,36,45,46
6,6,3,1,1,6,1,3,3,1,4,1,4,6,6,4,4,4,4,9,9,11,11,11,11,11,11,11,12,14,14,34,37,46,50
3,3,4,1,6,6,1,4,1,1,4,1,5,6,3,4,4,4,4,9,9,9,9,9,9,11,11,11,13,13,13,34,39,43,46
6,6,1,1,1,6,1,3,3,1,4,1,6,6,5,3,4,4,4,4,4,4,4,11,11,11,11,11,13,14,14,33,37,49,50
4,4,3,6,1,5,1,1,5,1,3,6,6,3,1,3,3,4,4,8,9,9,10,10,11,11,11,11,13,14,14,37,40,42,48
6,4,3,1,1,5,1,1,4,1,3,6,6,3,5,3,3,4,4,8,9,9,9,10,11,11,11,11,13,14,14,39,39,45,45
6,6,1,3,1,5,1,1,3,1,4,3,6,6,6,3,4,4,4,4,11,11,11,11,11,11,11,11,13,14,33,37,37,49,50
6,6,1,3,6,5,1,1,6,1,4,3,6,3,1,3,4,4,4,4,8,9,11,11,11,11,11,11,13,14,37,39,40,49,50
6,3,3,1,6,6,1,2,2,1,4,1,5,6,3,4,4,6,7,7,7,8,9,9,10,11,11,11,13,17,27,30,39,40,40
6,4,3,5,1,6,1,2,3,1,1,3,6,6,3,4,4,7,7,8,9,9,10,11,11,11,11,11,13,21,29,34,39,40,46
6,5,2,4,0,6,1,3,2,1,1,3,6,6,4,0,0,1,2,4,4,6,7,7,9,11,11,11,13,22,24,27,37,46,49
6,5,2,4,3,6,1,3,1,1,1,1,6,6,6,4,4,4,4,4,4,6,7,10,11,11,11,11,13,24,27,37,37,49,50
3,4,3,5,1,3,3,1,6,1,3,5,6,3,1,3,4,8,8,8,9,10,10,10,11,11,11,11,13,31,32,34,36,39,39
